,Wind speed (knots)04h,Wind speed (knots)06h,Wind speed (knots)08h,Wind speed (knots)10h,Wind speed (knots)12h,Wind speed (knots)14h,Wind speed (knots)16h,Wind speed (knots)18h,Wind direction (°Deg)04h,Wind direction (°Deg)06h,Wind direction (°Deg)08h,Wind direction (°Deg)10h,Wind direction (°Deg)12h,Wind direction (°Deg)14h,Wind direction (°Deg)16h,Wind direction (°Deg)18h,Wind gusts (knots)04h,Wind gusts (knots)06h,Wind gusts (knots)08h,Wind gusts (knots)10h,Wind gusts (knots)12h,Wind gusts (knots)14h,Wind gusts (knots)16h,Wind gusts (knots)18h,Wave (m)04h,Wave (m)06h,Wave (m)08h,Wave (m)10h,Wave (m)12h,Wave (m)14h,Wave (m)16h,Wave (m)18h,Wave direction (°Deg)04h,Wave direction (°Deg)06h,Wave direction (°Deg)08h,Wave direction (°Deg)10h,Wave direction (°Deg)12h,Wave direction (°Deg)14h,Wave direction (°Deg)16h,Wave direction (°Deg)18h,Wave period (s)04h,Wave period (s)06h,Wave period (s)08h,Wave period (s)10h,Wave period (s)12h,Wave period (s)14h,Wave period (s)16h,Wave period (s)18h
12.11.2022,1.0,4.0,4.0,6.0,11.0,9.0,17.0,13.0,405.0,278.0,292.0,361.0,365.0,380.0,430.0,432.0,1.0,4.0,4.0,12.0,17.0,12.0,20.0,15.0,2.1,2.1,2.0,1.9,1.9,1.8,1.8,1.8,294.0,290.0,287.0,289.0,289.0,290.0,290.0,386.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,11.0
13.11.2022,19.0,22.0,25.0,25.0,22.0,19.0,16.0,13.0,447.0,445.0,435.0,429.0,420.0,413.0,408.0,415.0,31.0,31.0,28.0,27.0,25.0,22.0,19.0,16.0,2.5,2.8,2.9,2.8,2.6,2.4,2.2,2.0,421.0,422.0,422.0,423.0,422.0,417.0,405.0,388.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0
14.11.2022,5.0,4.0,4.0,10.0,17.0,21.0,22.0,16.0,492.0,518.0,221.0,304.0,307.0,289.0,280.0,264.0,5.0,4.0,5.0,10.0,14.0,19.0,24.0,23.0,1.9,1.8,1.8,1.7,1.7,1.8,1.9,1.9,385.0,382.0,378.0,374.0,369.0,361.0,341.0,376.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,16.0
15.11.2022,5.0,5.0,17.0,22.0,25.0,21.0,17.0,16.0,202.0,201.0,407.0,420.0,414.0,415.0,409.0,415.0,5.0,6.0,18.0,23.0,28.0,26.0,21.0,20.0,2.6,2.6,2.5,2.5,2.6,2.6,2.5,2.3,391.0,392.0,392.0,393.0,396.0,396.0,397.0,398.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0
16.11.2022,8.0,7.0,18.0,14.0,14.0,14.0,11.0,8.0,487.0,462.0,431.0,392.0,378.0,375.0,375.0,378.0,13.0,11.0,20.0,15.0,13.0,14.0,12.0,10.0,2.1,2.1,2.2,2.2,2.1,2.2,2.1,2.0,389.0,390.0,396.0,400.0,401.0,401.0,403.0,404.0,10.0,9.0,9.0,9.0,12.0,12.0,12.0,11.0
17.11.2022,8.0,8.0,9.0,11.0,13.0,13.0,11.0,10.0,457.0,465.0,420.0,383.0,373.0,367.0,379.0,381.0,11.0,13.0,10.0,10.0,13.0,13.0,12.0,11.0,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.6,401.0,399.0,397.0,396.0,396.0,397.0,397.0,397.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
18.11.2022,3.0,3.0,4.0,9.0,11.0,13.0,16.0,14.0,450.0,440.0,386.0,359.0,370.0,368.0,386.0,396.0,3.0,3.0,3.0,7.0,11.0,12.0,16.0,15.0,1.5,1.5,1.6,1.6,1.7,1.8,1.8,1.9,383.0,384.0,396.0,396.0,395.0,395.0,395.0,396.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0
19.11.2022,13.0,13.0,18.0,21.0,21.0,21.0,20.0,15.0,441.0,443.0,429.0,421.0,417.0,413.0,410.0,415.0,16.0,17.0,20.0,23.0,22.0,23.0,23.0,18.0,1.9,1.9,2.0,2.1,2.2,2.2,2.1,2.0,398.0,399.0,399.0,399.0,403.0,413.0,399.0,398.0,11.0,11.0,11.0,11.0,10.0,7.0,11.0,11.0
20.11.2022,7.0,6.0,3.0,9.0,13.0,11.0,9.0,6.0,492.0,484.0,425.0,344.0,335.0,349.0,333.0,341.0,8.0,7.0,5.0,6.0,10.0,10.0,8.0,7.0,1.7,1.7,1.6,1.6,1.5,1.5,1.5,1.4,399.0,401.0,403.0,403.0,404.0,405.0,404.0,404.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
21.11.2022,3.0,2.0,3.0,9.0,10.0,12.0,10.0,10.0,524.0,188.0,262.0,322.0,321.0,319.0,340.0,376.0,3.0,2.0,3.0,6.0,9.0,11.0,11.0,10.0,1.3,1.3,1.3,1.2,1.2,1.2,1.3,1.3,399.0,397.0,396.0,393.0,390.0,385.0,380.0,378.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
22.11.2022,7.0,7.0,4.0,7.0,12.0,12.0,13.0,14.0,466.0,462.0,449.0,339.0,324.0,324.0,303.0,286.0,11.0,9.0,5.0,4.0,9.0,12.0,14.0,16.0,1.6,1.6,1.6,1.6,1.5,1.6,1.6,1.6,384.0,386.0,387.0,387.0,388.0,389.0,390.0,391.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0
23.11.2022,4.0,4.0,3.0,4.0,13.0,17.0,19.0,15.0,207.0,534.0,192.0,524.0,340.0,395.0,410.0,413.0,5.0,4.0,6.0,14.0,17.0,20.0,22.0,19.0,1.6,1.6,1.6,1.6,1.5,1.6,1.7,1.8,392.0,395.0,390.0,389.0,389.0,388.0,392.0,393.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0
24.11.2022,7.0,7.0,14.0,16.0,18.0,22.0,22.0,20.0,467.0,471.0,422.0,423.0,419.0,408.0,413.0,422.0,9.0,16.0,15.0,17.0,18.0,23.0,26.0,28.0,2.0,2.4,2.5,2.6,2.7,2.7,2.8,2.8,399.0,412.0,415.0,415.0,416.0,416.0,416.0,415.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
25.11.2022,10.0,11.0,11.0,13.0,14.0,16.0,15.0,12.0,428.0,430.0,418.0,403.0,389.0,381.0,378.0,381.0,13.0,13.0,12.0,12.0,13.0,14.0,14.0,13.0,2.7,2.6,2.5,2.4,2.4,2.3,2.2,2.2,413.0,412.0,409.0,406.0,404.0,403.0,402.0,401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
26.11.2022,8.0,8.0,6.0,10.0,13.0,13.0,11.0,7.0,479.0,477.0,429.0,353.0,354.0,358.0,350.0,341.0,7.0,8.0,5.0,6.0,11.0,12.0,10.0,8.0,2.3,2.4,2.5,2.5,2.6,2.6,2.5,2.4,385.0,384.0,385.0,385.0,385.0,386.0,387.0,388.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
27.11.2022,6.0,6.0,4.0,10.0,11.0,12.0,13.0,15.0,471.0,483.0,424.0,346.0,337.0,309.0,305.0,292.0,5.0,6.0,5.0,7.0,8.0,11.0,13.0,15.0,2.0,1.9,1.9,1.8,1.8,1.7,1.7,1.7,391.0,392.0,392.0,392.0,392.0,392.0,393.0,393.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0
28.11.2022,9.0,11.0,16.0,19.0,26.0,25.0,25.0,24.0,239.0,248.0,262.0,281.0,284.0,280.0,274.0,267.0,15.0,20.0,20.0,20.0,25.0,26.0,30.0,31.0,1.6,1.7,1.7,1.7,2.0,2.2,2.5,2.6,392.0,391.0,389.0,390.0,390.0,286.0,282.0,280.0,11.0,11.0,11.0,11.0,11.0,6.0,6.0,7.0
29.11.2022,7.0,6.0,5.0,9.0,16.0,18.0,17.0,9.0,224.0,220.0,263.0,312.0,299.0,297.0,303.0,301.0,8.0,6.0,5.0,8.0,15.0,20.0,20.0,10.0,2.4,2.3,2.1,2.1,2.2,2.3,2.5,2.6,283.0,284.0,288.0,288.0,287.0,285.0,281.0,280.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
30.11.2022,6.0,7.0,10.0,12.0,20.0,19.0,14.0,11.0,447.0,458.0,415.0,401.0,386.0,405.0,415.0,406.0,10.0,11.0,10.0,12.0,19.0,20.0,16.0,12.0,2.1,2.0,1.9,1.8,1.7,1.7,1.7,1.6,285.0,286.0,289.0,291.0,297.0,304.0,304.0,304.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0
01.12.2022,1.0,3.0,5.0,9.0,12.0,11.0,12.0,8.0,405.0,398.0,374.0,344.0,348.0,356.0,374.0,364.0,1.0,4.0,5.0,7.0,11.0,12.0,12.0,9.0,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.5,386.0,388.0,388.0,390.0,395.0,394.0,394.0,394.0,11.0,11.0,11.0,14.0,14.0,14.0,14.0,13.0
02.12.2022,8.0,10.0,16.0,19.0,23.0,28.0,29.0,26.0,455.0,457.0,428.0,415.0,415.0,422.0,423.0,426.0,14.0,19.0,19.0,21.0,26.0,32.0,33.0,40.0,1.5,1.6,1.7,1.9,2.1,2.6,3.1,3.4,394.0,395.0,395.0,394.0,394.0,417.0,419.0,421.0,13.0,12.0,12.0,12.0,12.0,7.0,7.0,8.0
03.12.2022,18.0,16.0,19.0,19.0,19.0,20.0,17.0,11.0,455.0,448.0,433.0,421.0,407.0,394.0,377.0,379.0,26.0,22.0,20.0,19.0,18.0,20.0,17.0,13.0,3.7,3.5,3.3,3.3,3.3,3.2,3.1,3.0,407.0,403.0,401.0,399.0,399.0,396.0,394.0,390.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
04.12.2022,4.0,3.0,3.0,10.0,8.0,11.0,10.0,8.0,453.0,425.0,349.0,333.0,336.0,348.0,348.0,355.0,3.0,3.0,3.0,6.0,7.0,8.0,8.0,8.0,2.1,2.0,1.9,1.9,1.8,1.8,1.7,1.6,380.0,375.0,368.0,366.0,365.0,361.0,361.0,362.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
05.12.2022,9.0,10.0,13.0,18.0,18.0,18.0,16.0,14.0,458.0,442.0,437.0,415.0,401.0,396.0,399.0,413.0,14.0,15.0,14.0,19.0,18.0,18.0,17.0,15.0,1.5,1.6,1.7,1.9,2.0,2.0,2.0,1.9,369.0,374.0,376.0,381.0,384.0,387.0,388.0,389.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
06.12.2022,9.0,6.0,8.0,11.0,14.0,12.0,10.0,9.0,481.0,486.0,432.0,375.0,345.0,348.0,294.0,297.0,12.0,9.0,10.0,8.0,11.0,11.0,9.0,10.0,1.6,1.5,1.6,1.5,1.5,1.4,1.4,1.4,403.0,403.0,403.0,402.0,402.0,401.0,399.0,398.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
07.12.2022,3.0,1.0,4.0,9.0,11.0,12.0,14.0,15.0,534.0,514.0,386.0,347.0,354.0,364.0,384.0,406.0,3.0,1.0,3.0,6.0,11.0,12.0,15.0,18.0,1.6,1.6,1.7,1.7,1.8,1.8,1.8,1.8,397.0,396.0,397.0,399.0,401.0,401.0,402.0,402.0,11.0,12.0,13.0,12.0,12.0,12.0,12.0,11.0
08.12.2022,8.0,5.0,4.0,4.0,9.0,13.0,21.0,17.0,457.0,451.0,412.0,365.0,319.0,303.0,301.0,285.0,11.0,6.0,4.0,5.0,9.0,16.0,21.0,23.0,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,402.0,402.0,401.0,401.0,400.0,400.0,399.0,397.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0
09.12.2022,5.0,6.0,4.0,7.0,15.0,17.0,14.0,25.0,223.0,199.0,261.0,312.0,303.0,306.0,312.0,414.0,5.0,6.0,6.0,10.0,12.0,19.0,16.0,30.0,2.1,2.1,2.1,2.2,2.3,2.5,2.6,2.6,313.0,312.0,304.0,304.0,299.0,295.0,292.0,289.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
10.12.2022,11.0,8.0,13.0,14.0,15.0,15.0,12.0,8.0,449.0,447.0,427.0,420.0,411.0,409.0,391.0,403.0,15.0,15.0,16.0,16.0,16.0,17.0,14.0,9.0,2.3,2.2,2.1,2.1,2.0,1.9,1.8,2.0,391.0,393.0,393.0,395.0,396.0,396.0,397.0,397.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
11.12.2022,11.0,11.0,10.0,8.0,11.0,14.0,19.0,17.0,298.0,299.0,292.0,292.0,303.0,308.0,304.0,291.0,17.0,17.0,16.0,12.0,14.0,16.0,21.0,22.0,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.6,348.0,342.0,337.0,332.0,328.0,327.0,326.0,325.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
12.12.2022,14.0,14.0,13.0,15.0,20.0,25.0,23.0,22.0,255.0,257.0,259.0,281.0,288.0,283.0,260.0,262.0,20.0,21.0,18.0,16.0,20.0,26.0,34.0,33.0,3.0,3.0,2.9,3.0,3.2,3.5,3.6,3.6,310.0,304.0,304.0,296.0,292.0,287.0,284.0,283.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0
13.12.2022,6.0,3.0,12.0,9.0,11.0,13.0,6.0,8.0,262.0,246.0,266.0,307.0,388.0,400.0,400.0,392.0,7.0,4.0,14.0,9.0,12.0,14.0,9.0,10.0,2.9,2.7,2.5,2.5,2.4,2.3,2.2,2.2,284.0,284.0,285.0,285.0,285.0,286.0,286.0,286.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0
14.12.2022,7.0,6.0,7.0,9.0,10.0,12.0,11.0,12.0,443.0,465.0,418.0,378.0,354.0,366.0,373.0,392.0,12.0,10.0,8.0,8.0,9.0,13.0,12.0,14.0,1.9,1.8,1.7,1.7,1.7,1.6,1.6,1.6,403.0,404.0,404.0,405.0,405.0,406.0,406.0,405.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
15.12.2022,5.0,5.0,7.0,9.0,14.0,11.0,8.0,5.0,422.0,449.0,414.0,380.0,344.0,348.0,343.0,322.0,4.0,7.0,8.0,9.0,12.0,10.0,8.0,6.0,1.5,1.4,1.4,1.3,1.3,1.3,1.3,1.3,406.0,407.0,408.0,407.0,407.0,407.0,405.0,405.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
16.12.2022,2.0,4.0,2.0,7.0,11.0,10.0,6.0,6.0,222.0,222.0,232.0,312.0,313.0,334.0,331.0,431.0,2.0,4.0,2.0,4.0,9.0,11.0,7.0,8.0,1.3,1.3,1.4,1.4,1.4,1.5,1.6,1.6,405.0,405.0,403.0,403.0,403.0,378.0,382.0,383.0,12.0,12.0,11.0,11.0,11.0,16.0,16.0,15.0
17.12.2022,10.0,9.0,6.0,11.0,12.0,7.0,4.0,2.0,431.0,420.0,330.0,310.0,321.0,332.0,324.0,329.0,15.0,12.0,12.0,17.0,18.0,13.0,6.0,3.0,1.7,1.7,1.7,1.8,1.9,1.9,1.9,1.9,393.0,394.0,396.0,398.0,398.0,398.0,400.0,401.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0
18.12.2022,9.0,7.0,8.0,8.0,12.0,15.0,15.0,13.0,308.0,280.0,257.0,294.0,315.0,307.0,309.0,308.0,11.0,8.0,8.0,7.0,10.0,12.0,14.0,13.0,2.7,2.7,2.7,2.6,2.6,2.5,2.4,2.3,394.0,393.0,397.0,397.0,397.0,397.0,400.0,400.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0
19.12.2022,1.0,2.0,2.0,6.0,8.0,10.0,14.0,15.0,405.0,248.0,300.0,327.0,365.0,399.0,393.0,411.0,1.0,3.0,2.0,5.0,9.0,12.0,15.0,19.0,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.8,405.0,404.0,404.0,405.0,404.0,402.0,402.0,401.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0
20.12.2022,14.0,14.0,15.0,15.0,16.0,17.0,17.0,12.0,453.0,450.0,431.0,408.0,396.0,401.0,397.0,407.0,20.0,20.0,19.0,17.0,17.0,19.0,18.0,16.0,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,388.0,389.0,392.0,394.0,394.0,394.0,394.0,394.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
21.12.2022,7.0,8.0,10.0,12.0,20.0,25.0,22.0,19.0,266.0,260.0,256.0,286.0,301.0,294.0,290.0,276.0,7.0,9.0,11.0,12.0,15.0,21.0,20.0,21.0,1.8,1.7,1.7,1.7,1.7,1.7,1.8,1.8,394.0,393.0,392.0,391.0,390.0,388.0,387.0,387.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0
22.12.2022,8.0,5.0,5.0,6.0,5.0,7.0,12.0,17.0,234.0,233.0,238.0,292.0,297.0,317.0,381.0,421.0,9.0,5.0,6.0,8.0,12.0,13.0,16.0,21.0,2.2,2.1,2.0,1.9,1.9,1.8,1.8,1.7,287.0,289.0,285.0,282.0,281.0,280.0,282.0,280.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0
23.12.2022,11.0,12.0,9.0,10.0,13.0,17.0,7.0,2.0,440.0,436.0,424.0,375.0,389.0,386.0,372.0,272.0,19.0,18.0,10.0,8.0,13.0,18.0,8.0,4.0,1.7,1.5,1.4,1.3,1.3,1.3,1.3,1.3,288.0,289.0,288.0,290.0,292.0,291.0,292.0,292.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
24.12.2022,4.0,5.0,6.0,13.0,14.0,17.0,18.0,13.0,496.0,473.0,421.0,385.0,383.0,393.0,398.0,408.0,4.0,5.0,9.0,12.0,13.0,17.0,19.0,19.0,1.5,1.5,1.5,1.5,1.6,1.7,1.9,2.0,401.0,402.0,400.0,404.0,405.0,403.0,404.0,407.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0
25.12.2022,13.0,13.0,16.0,14.0,13.0,12.0,10.0,7.0,429.0,422.0,401.0,383.0,390.0,376.0,366.0,365.0,18.0,17.0,17.0,14.0,12.0,12.0,10.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.8,402.0,403.0,402.0,401.0,401.0,400.0,400.0,400.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0
26.12.2022,5.0,4.0,5.0,12.0,18.0,23.0,23.0,19.0,534.0,186.0,249.0,309.0,312.0,298.0,283.0,272.0,4.0,5.0,7.0,10.0,15.0,20.0,21.0,22.0,2.3,2.2,2.1,2.1,2.0,2.1,2.1,2.2,400.0,400.0,399.0,398.0,396.0,394.0,394.0,392.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0
27.12.2022,4.0,4.0,3.0,6.0,13.0,11.0,14.0,17.0,217.0,205.0,238.0,320.0,325.0,351.0,395.0,423.0,5.0,4.0,4.0,5.0,10.0,11.0,16.0,20.0,2.2,2.1,2.1,2.0,2.0,2.0,1.9,1.9,373.0,371.0,368.0,368.0,368.0,369.0,383.0,384.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,12.0
28.12.2022,9.0,6.0,7.0,11.0,12.0,13.0,13.0,12.0,449.0,461.0,412.0,358.0,347.0,354.0,371.0,382.0,14.0,9.0,7.0,9.0,9.0,12.0,14.0,14.0,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,384.0,387.0,389.0,391.0,391.0,393.0,394.0,396.0,12.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0
29.12.2022,14.0,18.0,19.0,20.0,22.0,21.0,21.0,19.0,445.0,439.0,403.0,411.0,411.0,409.0,405.0,400.0,22.0,26.0,23.0,23.0,24.0,23.0,23.0,20.0,1.7,1.9,2.2,2.5,2.9,2.9,2.9,2.9,400.0,400.0,412.0,405.0,403.0,404.0,403.0,404.0,12.0,12.0,7.0,8.0,9.0,10.0,10.0,11.0
30.12.2022,4.0,4.0,7.0,11.0,16.0,21.0,23.0,19.0,339.0,279.0,275.0,305.0,314.0,311.0,298.0,287.0,3.0,4.0,6.0,10.0,14.0,19.0,20.0,18.0,3.0,2.9,2.8,2.8,2.6,2.6,2.5,2.4,392.0,396.0,396.0,396.0,396.0,397.0,398.0,398.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0
31.12.2022,6.0,6.0,9.0,12.0,18.0,21.0,22.0,17.0,216.0,206.0,246.0,308.0,313.0,308.0,303.0,291.0,11.0,11.0,13.0,12.0,16.0,19.0,21.0,18.0,2.1,2.0,1.9,1.8,1.8,1.8,1.8,1.9,396.0,397.0,397.0,397.0,398.0,397.0,397.0,396.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
01.01.2023,3.0,4.0,10.0,14.0,20.0,22.0,22.0,18.0,538.0,212.0,251.0,294.0,304.0,308.0,293.0,285.0,4.0,8.0,13.0,13.0,16.0,20.0,20.0,20.0,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.2,390.0,390.0,383.0,383.0,383.0,387.0,387.0,387.0,12.0,12.0,15.0,14.0,14.0,14.0,14.0,13.0
02.01.2023,5.0,6.0,10.0,15.0,21.0,26.0,22.0,19.0,253.0,261.0,267.0,292.0,298.0,295.0,282.0,268.0,10.0,13.0,14.0,15.0,19.0,24.0,24.0,26.0,2.0,1.9,1.9,1.8,1.9,2.1,2.2,2.4,390.0,390.0,391.0,390.0,390.0,390.0,390.0,389.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0,13.0
03.01.2023,4.0,1.0,1.0,3.0,14.0,11.0,16.0,11.0,231.0,434.0,252.0,307.0,337.0,361.0,398.0,421.0,4.0,2.0,3.0,12.0,13.0,12.0,14.0,12.0,2.2,2.1,2.0,1.9,1.9,1.9,1.9,1.9,389.0,389.0,389.0,389.0,387.0,386.0,385.0,391.0,13.0,13.0,13.0,13.0,12.0,13.0,12.0,12.0
04.01.2023,17.0,16.0,17.0,18.0,15.0,15.0,18.0,17.0,437.0,436.0,429.0,414.0,424.0,422.0,414.0,400.0,27.0,25.0,20.0,21.0,18.0,18.0,21.0,19.0,2.3,2.3,2.1,2.1,2.0,1.9,1.9,1.9,392.0,391.0,388.0,388.0,387.0,386.0,383.0,379.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
05.01.2023,10.0,12.0,11.0,15.0,14.0,11.0,15.0,17.0,430.0,430.0,430.0,413.0,407.0,361.0,403.0,299.0,12.0,15.0,13.0,16.0,15.0,15.0,16.0,19.0,2.2,2.3,2.3,2.3,2.3,2.2,2.4,2.5,389.0,393.0,394.0,396.0,398.0,397.0,399.0,399.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
06.01.2023,9.0,8.0,7.0,7.0,7.0,9.0,9.0,8.0,301.0,306.0,326.0,323.0,326.0,344.0,344.0,344.0,8.0,8.0,7.0,7.0,7.0,9.0,8.0,7.0,2.1,2.0,2.0,1.9,1.9,1.8,1.7,1.7,400.0,400.0,401.0,402.0,402.0,402.0,402.0,402.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0
07.01.2023,4.0,5.0,2.0,4.0,10.0,11.0,11.0,11.0,508.0,510.0,530.0,306.0,324.0,321.0,315.0,294.0,4.0,4.0,2.0,3.0,8.0,11.0,12.0,12.0,1.6,1.7,1.7,1.8,1.8,1.9,1.9,2.0,401.0,400.0,398.0,396.0,395.0,394.0,394.0,395.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0
08.01.2023,6.0,7.0,6.0,10.0,13.0,19.0,19.0,17.0,226.0,231.0,250.0,294.0,313.0,306.0,286.0,282.0,10.0,9.0,9.0,8.0,12.0,19.0,19.0,19.0,1.9,1.9,1.9,1.9,2.0,2.1,2.2,2.2,395.0,396.0,393.0,393.0,389.0,389.0,390.0,390.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0
09.01.2023,1.0,2.0,6.0,9.0,12.0,9.0,7.0,6.0,405.0,405.0,399.0,351.0,349.0,336.0,329.0,363.0,2.0,2.0,6.0,6.0,10.0,8.0,8.0,5.0,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,395.0,396.0,397.0,398.0,399.0,399.0,400.0,386.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,15.0
10.01.2023,4.0,4.0,3.0,8.0,11.0,12.0,11.0,7.0,459.0,464.0,404.0,347.0,345.0,365.0,360.0,372.0,4.0,3.0,3.0,6.0,9.0,13.0,12.0,8.0,2.0,2.0,1.9,1.9,1.9,1.8,1.8,1.7,396.0,399.0,400.0,401.0,402.0,403.0,405.0,406.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0
11.01.2023,5.0,4.0,2.0,9.0,12.0,11.0,11.0,10.0,477.0,515.0,235.0,320.0,315.0,313.0,318.0,316.0,4.0,4.0,3.0,7.0,13.0,13.0,14.0,13.0,1.5,1.4,1.4,1.4,1.3,1.4,1.4,1.4,405.0,406.0,405.0,406.0,406.0,406.0,403.0,403.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
12.01.2023,5.0,3.0,7.0,11.0,15.0,21.0,26.0,29.0,234.0,272.0,318.0,250.0,290.0,286.0,269.0,371.0,5.0,4.0,8.0,13.0,16.0,19.0,31.0,24.0,1.4,1.3,1.3,1.3,1.4,1.6,2.1,2.1,406.0,406.0,404.0,403.0,403.0,404.0,296.0,280.0,11.0,11.0,12.0,12.0,12.0,12.0,7.0,7.0
13.01.2023,11.0,7.0,11.0,11.0,15.0,13.0,9.0,6.0,438.0,438.0,413.0,380.0,354.0,353.0,349.0,357.0,17.0,14.0,12.0,11.0,12.0,12.0,10.0,7.0,2.0,1.8,1.8,1.8,1.8,1.8,1.7,1.7,398.0,377.0,372.0,370.0,389.0,394.0,396.0,397.0,11.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
14.01.2023,2.0,3.0,2.0,9.0,10.0,11.0,9.0,7.0,456.0,442.0,342.0,336.0,348.0,359.0,349.0,340.0,2.0,2.0,2.0,6.0,8.0,10.0,9.0,8.0,1.5,1.4,1.3,1.3,1.3,1.2,1.3,1.3,400.0,401.0,402.0,403.0,404.0,406.0,407.0,393.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,14.0
15.01.2023,8.2,8.1,8.7,10.5,13.0,14.7,14.4,12.2,405.0,402.3,389.5,368.2,364.5,361.0,355.7,352.2,10.9,10.7,11.0,11.8,13.5,15.4,16.0,15.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,385.4,384.7,384.7,384.9,384.7,384.2,383.3,383.7,11.7,11.7,11.7,11.7,11.6,11.7,11.7,11.7
17.01.2023,8.2,8.1,8.7,10.5,13.0,14.7,14.4,12.2,405.0,402.3,389.5,368.2,364.5,361.0,355.7,352.2,10.9,10.7,11.0,11.8,13.5,15.4,16.0,15.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,385.4,384.7,384.7,384.9,384.7,384.2,383.3,383.7,11.7,11.7,11.7,11.7,11.6,11.7,11.7,11.7
18.01.2023,10.0,2.0,3.0,7.0,10.0,9.0,8.0,23.0,261.0,360.0,214.0,356.0,299.0,342.0,333.0,421.0,11.0,3.0,4.0,7.0,6.0,9.0,9.0,29.0,1.5,1.5,1.6,1.6,1.5,1.5,1.5,1.4,391.0,390.0,389.0,389.0,389.0,388.0,387.0,387.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
